Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
592,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.39,98.6,Adult,Female,13-09-2024,Papua New Guinea,Lakes,Least Concern,James Ramirez,Program week provide program two plant man.
127,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.05,82.8,Juvenile,Male,25-08-2023,Guinea,Shaded Forest Rivers,Critically Endangered,Tami Salas,Relationship million night your long heavy.
117,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.1,827.2,Subadult,Female,17-02-2011,Australia,Tidal Rivers,Least Concern,Christopher Morris,Generation wait thus suffer economy play nearly by field move.
474,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.68,141.8,Adult,Male,21-06-2009,Cuba,Brackish Rivers,Vulnerable,Valerie Gonzalez,Anyone peace outside chance when color note add.
694,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.24,97.0,Juvenile,Male,23-06-2013,Colombia,Coastal Lagoons,Vulnerable,James Ray,Adult situation office above left capital.
58,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.05,70.8,Juvenile,Unknown,30-08-2025,Malaysia (Borneo),Estuarine Systems,Data Deficient,Nicholas Monroe,Your majority chance Mrs generation necessary myself lay focus.
864,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.48,122.3,Adult,Male,06-10-2021,Nigeria,Shaded Forest Rivers,Critically Endangered,Michelle Ray,Significant deal consider ago own suddenly single music.
913,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.75,117.5,Adult,Female,08-10-2017,Papua New Guinea,Rivers,Least Concern,Samantha Sutton,School model condition he recognize treat better wear throughout Republican authority data deal.
370,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.04,59.3,Subadult,Male,15-10-2015,Australia,Billabongs,Least Concern,Nathaniel Stewart,Affect officer forward trouble somebody at chance subject fund heart move coach paper cost bring.
269,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.85,151.8,Adult,Female,23-07-2007,Cambodia,Swamps,Critically Endangered,Jerry Lucero,Cost community message help investment news.
47,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.04,155.0,Adult,Unknown,30-12-2024,Colombia,Estuaries,Vulnerable,Edgar Raymond,Bill activity expect long future whole education technology box assume man officer rather charge.
350,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,2.04,168.7,Juvenile,Male,19-05-2008,Kenya,Reservoirs,Least Concern,Patricia Douglas,True fish newspaper we brother fish they risk she they increase.
196,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.54,103.5,Subadult,Female,16-10-2020,Malaysia (Borneo),Estuarine Systems,Data Deficient,Amy Wade,Budget remain reduce clearly well mission situation result.
1000,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,1.73,47.4,Juvenile,Unknown,31-03-2014,Papua New Guinea,Freshwater Wetlands,Least Concern,Kristen Harris,Ok community right then police day so store consumer positive.
835,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.02,162.7,Juvenile,Male,31-12-2022,Colombia,Large Rivers,Critically Endangered,Cheryl Gentry,Hard themselves compare view TV follow fall thus debate leave each owner.
737,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.78,53.9,Adult,Female,11-11-2006,Philippines,Ponds,Critically Endangered,Emily Montgomery,Recently book likely true enjoy air full.
264,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,0.58,75.8,Hatchling,Male,03-01-2025,Costa Rica,Estuaries,Vulnerable,Taylor Chen,Decide research rather TV car.
444,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.85,273.7,Adult,Unknown,20-03-2020,Colombia,Mangroves,Vulnerable,Brandon Singleton,We girl civil may rock drop.
676,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.51,642.3,Adult,Unknown,18-12-2010,Australia,Coastal Wetlands,Least Concern,Melissa Banks,Increase goal stock international wind from unit learn health need class job expect process quite.
305,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.06,75.7,Subadult,Male,10-01-2012,Cameroon,Forest Rivers,Endangered,Debra Valentine,Material current save their deal dark economic peace choose blood.
342,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.32,230.9,Adult,Unknown,25-10-2021,Guinea,Shaded Forest Rivers,Critically Endangered,Karen Gonzalez,Present cultural pattern save east author since food.
967,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.68,661.7,Adult,Female,01-10-2021,Tanzania,Marshes,Least Concern,Larry Curtis,Show daughter both hold blood value day service save fear ready Democrat.
150,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.45,121.0,Subadult,Unknown,08-04-2022,Laos,Oxbow Lakes,Critically Endangered,Elizabeth Stout,View while bring yourself look drug.
125,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.19,153.6,Adult,Female,26-06-2015,Iran (historic),Rivers,Vulnerable,Karen Smith,Purpose woman on someone rise read ago.
787,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,1.41,113.1,Juvenile,Female,22-01-2010,Venezuela,Large Rivers,Critically Endangered,John Rodriguez,Forward special wish believe college ten majority economic center pattern list.
51,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.57,229.3,Adult,Female,18-07-2014,USA (Florida),Mangroves,Vulnerable,Dennis Moody,Product value interesting name positive training step author coach film see notice eye buy.
354,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.88,20.5,Juvenile,Male,15-03-2005,Australia,Gorges,Least Concern,Jessica Williamson,Term thought into simply part station result hour voice occur movie political region.
928,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.27,79.3,Adult,Unknown,31-05-2008,Philippines,Freshwater Marshes,Critically Endangered,Jessica Hahn,Really history project event second.
143,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.52,107.0,Subadult,Male,23-10-2018,Senegal,Oases,Least Concern,Nicole Good,Pull name mother statement easy get every visit right both.
471,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.83,461.5,Subadult,Unknown,05-04-2006,Egypt,Marshes,Least Concern,Bobby Chan,Likely include subject response theory star station recognize media goal own spend scene law.
400,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.42,76.0,Subadult,Male,20-10-2015,Papua New Guinea,Rivers,Least Concern,Summer Andrews,Remain side long identify road speech audience difficult his ready sister building movement yard four field.
626,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.04,75.6,Juvenile,Female,03-08-2014,Mali,Lakes,Least Concern,Sarah Price,Whatever society call general add range appear stop involve others.
321,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.73,104.6,Adult,Unknown,15-03-2013,Indonesia (Papua),Rivers,Least Concern,Barry Taylor,Pm pay evening performance could affect anyone movement.
20,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,1.55,350.9,Juvenile,Male,26-12-2017,Philippines,Estuaries,Least Concern,Matthew Cunningham,Various daughter respond draw how public feel.
810,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.79,115.1,Subadult,Unknown,26-07-2014,Belize,Swamps,Least Concern,Elizabeth Owens,Sell keep pattern order.
791,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.76,129.6,Adult,Unknown,20-03-2016,Laos,Swamps,Critically Endangered,Christine Mendez,Mind economy leg view until result.
809,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.69,135.6,Adult,Female,14-02-2017,India,Rivers,Vulnerable,Thomas Holmes,Cost cause only head help open almost red picture thank account instead friend possible beyond.
408,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.02,62.4,Subadult,Unknown,16-05-2018,Indonesia (Papua),Rivers,Least Concern,Brandi Moody,Partner sing administration main according conference become prepare thought indicate southern significant realize deal policy.
538,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,1.0,37.4,Juvenile,Unknown,22-03-2009,Papua New Guinea,Freshwater Wetlands,Least Concern,Terry Glover,Country little reality level realize system not friend federal forget bit then treat.
621,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.29,84.4,Adult,Unknown,05-09-2024,Philippines,Freshwater Marshes,Critically Endangered,Tanya Haley,Stay along leg pay major green past forget government accept three control.
39,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.05,24.0,Juvenile,Female,30-04-2014,Australia,Freshwater Rivers,Least Concern,Paul Decker,Strong like see appear weight difference attention whatever American all easy.
176,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,1.69,90.7,Juvenile,Female,27-04-2007,Mexico,Coastal Lagoons,Vulnerable,Tina Hall,Picture control price how scene third last involve above Democrat everything region.
246,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.42,25.1,Adult,Unknown,07-03-2018,Central African Republic,Forest Swamps,Data Deficient,Robin Smith,Road capital safe operation college hand practice also theory eight.
829,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.48,42.6,Juvenile,Unknown,23-10-2021,Philippines,Freshwater Marshes,Critically Endangered,Dr. Bradley Adkins,Hard factor firm purpose ahead person coach goal it yet age wind news make doctor.
668,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.29,647.7,Adult,Unknown,19-10-2007,South Africa,Rivers,Least Concern,Kelly Nash,Hold left behavior letter politics too let.
755,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.61,43.5,Adult,Female,21-01-2022,Philippines,Ponds,Critically Endangered,Luke Williams,Pressure contain medical key fish network direction weight yeah.
859,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.35,105.8,Subadult,Unknown,06-07-2021,Cameroon,Forest Rivers,Endangered,Melissa Stevenson,Toward knowledge this contain life leave four.
155,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.27,177.7,Subadult,Female,05-06-2013,Indonesia (Borneo),Rivers,Data Deficient,Amber Smith,Successful discuss religious across media health pay project.
288,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.18,15.7,Adult,Male,30-10-2023,Guinea,Small Streams,Vulnerable,Kelli Gomez,Main lot page maybe catch close baby poor deep.
603,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.6,101.0,Adult,Unknown,13-08-2022,Indonesia (Borneo),Rivers,Data Deficient,John Meyers,Every president happen build bar majority protect meeting.
570,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.4,24.2,Adult,Male,17-05-2013,Congo (DRC),Forest Swamps,Data Deficient,Christian Harris,Draw rise write kitchen theory care fish skin.
744,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.17,164.0,Adult,Female,20-02-2025,Indonesia (Borneo),Estuarine Systems,Data Deficient,Shelley Wright,Baby camera Congress analysis glass.
18,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.37,565.0,Adult,Female,13-10-2025,Sudan,Reservoirs,Least Concern,Amy Edwards,Once me system church whether bag.
128,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.87,199.9,Subadult,Unknown,27-02-2011,Venezuela,Flooded Savannas,Critically Endangered,Julia Patel,Great sign return poor really particular court east newspaper different win father eye debate relate first give value.
323,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.22,193.4,Subadult,Unknown,03-03-2006,Sri Lanka,Marshes,Vulnerable,Rick Rivera,Argue simply author like.
256,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.03,10.4,Adult,Unknown,05-05-2011,Liberia,Forest Swamps,Vulnerable,Matthew Smith,Should office north within prove full mission red believe product eat generation put his stuff next.
658,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.53,140.1,Adult,Unknown,16-09-2009,Nigeria,Shaded Forest Rivers,Critically Endangered,Rose Mcdonald,Present if herself area he interest.
965,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.17,78.2,Subadult,Female,05-10-2018,Philippines,Rivers,Critically Endangered,Katherine Caldwell,Nearly always operation decade old according reduce ok happy together.
191,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.74,133.6,Adult,Male,12-06-2017,Cuba,Swamps,Critically Endangered,Richard Wright,Easy over return expect wait agree suggest.
116,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.32,163.4,Adult,Unknown,02-02-2009,Papua New Guinea,Freshwater Wetlands,Least Concern,Kenneth Martinez,Politics last quite general there sister policy consider whom item treat area buy.
617,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.09,145.8,Subadult,Female,31-07-2019,Iran (historic),Reservoirs,Vulnerable,Tonya Coleman,Usually carry marriage rate quality mother by.
607,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.95,80.8,Subadult,Female,09-06-2006,Gabon,Forest Rivers,Endangered,Paul Miller,Media hair name institution war a feel watch mind situation.
181,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.7,328.6,Adult,Female,05-02-2020,Colombia,Large Rivers,Critically Endangered,Reginald Morrow,My series service kid despite interesting save president easy themselves.
302,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.62,437.6,Adult,Unknown,17-09-2012,India,Coastal Wetlands,Least Concern,Courtney Mccarty,Upon offer end imagine blood authority family water sort what then spend offer reason whom none.
760,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.34,90.2,Subadult,Unknown,07-01-2011,Vietnam,Slow Rivers,Critically Endangered,Morgan Ryan,Summer month anything line modern kid.
713,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.79,259.1,Adult,Male,05-07-2011,Indonesia (Borneo),Rivers,Data Deficient,Michael Barron,Operation war everybody course often reduce street but somebody note society get body across.
724,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.48,100.5,Adult,Female,15-12-2012,Indonesia (Papua),Lakes,Least Concern,David Abbott,Start race teacher pay it player continue stand price color score national live.
686,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.59,107.9,Subadult,Female,09-07-2006,Vietnam,Swamps,Critically Endangered,Erik Odonnell,Conference act condition note parent all wish year low pass national.
980,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.76,121.2,Subadult,Male,23-07-2025,Chad,Oases,Least Concern,Tiffany Lee,All building control simply.
518,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.69,379.4,Adult,Male,12-02-2006,South Africa,Reservoirs,Least Concern,Meghan Brown,Consider require fear better central throw election walk tonight appear.
985,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.5,80.4,Adult,Male,12-03-2025,Papua New Guinea,Swamps,Least Concern,Michael Price,President any one recently make total fall.
46,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.52,104.1,Adult,Male,15-10-2012,Guatemala,Rivers,Least Concern,Paige Carlson,Strategy fast guess few remain call animal.
910,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.13,765.1,Adult,Unknown,23-01-2017,Australia,Estuaries,Least Concern,Jeffrey Miller,Make focus machine home marriage skill expert range.
158,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.02,1032.7,Adult,Male,22-02-2008,Philippines,Tidal Rivers,Least Concern,Angela Chung,North wrong difficult range summer president teach service behavior here.
852,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.35,19.8,Subadult,Unknown,24-05-2025,Côte d'Ivoire,Forest Swamps,Vulnerable,Brittney Moore,Skill system particular church what wonder president small.
172,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.31,88.7,Adult,Female,23-08-2008,Papua New Guinea,Rivers,Least Concern,Tracie Jordan,Better develop section newspaper reach determine hear.
17,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.98,61.5,Juvenile,Unknown,14-03-2007,Mexico,Lagoons,Least Concern,Sarah Martin,Loss ten total clearly able hospital unit size expect recent room situation product main couple design around.
512,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.7,118.5,Adult,Female,18-09-2013,Mali,Lakes,Least Concern,William Turner,Agreement central six instead view figure exist consumer science able natural attack.
49,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.43,96.9,Adult,Male,09-12-2015,Sierra Leone,Swamps,Critically Endangered,Elizabeth Oliver DDS,Way debate decision produce church community avoid.
972,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.37,76.0,Adult,Unknown,03-12-2021,Malaysia (Borneo),Rivers,Data Deficient,Alexander Hart,Rule check assume question.
941,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.28,20.5,Subadult,Unknown,25-01-2021,Congo (DRC),Slow Streams,Data Deficient,Glenda Stout,Choose personal the leave them skill black business.
516,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.41,96.7,Adult,Unknown,12-02-2022,Mauritania,Oases,Least Concern,Alicia Barrett,Conference affect skill early relationship thought know southern parent I and technology age join increase.
953,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.69,131.4,Adult,Female,11-06-2023,Cambodia,Oxbow Lakes,Critically Endangered,Jaclyn Waller,Adult have early war read travel total plant.
481,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.34,94.9,Adult,Unknown,25-12-2020,Cuba,Swamps,Critically Endangered,Anthony White,Employee relationship job yet until American ground remember magazine manage suffer term buy behavior test.
284,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.31,21.1,Subadult,Unknown,08-10-2024,Central African Republic,Slow Streams,Data Deficient,Bernard Smith,Place spend often shoulder defense already end thus music president chance.
719,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,4.03,292.8,Adult,Male,02-01-2010,Pakistan,Marshes,Vulnerable,Peter Gilbert,Skill oil health per tonight there.
878,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.01,78.2,Adult,Female,31-01-2023,Cameroon,Swamps,Endangered,Scott Hines,As half politics who call dinner.
226,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.88,346.7,Adult,Unknown,07-07-2010,Colombia,Flooded Savannas,Critically Endangered,Kellie Duncan,Challenge we last we cold deep cover amount bad raise dark state challenge organization floor road.
27,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.39,174.9,Adult,Female,20-07-2022,Pakistan,Rivers,Vulnerable,Donald Jones,Go meeting quickly such former agree theory end oil.
955,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,3.02,179.1,Adult,Female,31-05-2010,Congo Basin Countries,Swamps,Endangered,Cynthia Weiss,None three finish thing his chance focus more leg too water road at hope.
438,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.13,40.5,Juvenile,Female,20-09-2007,Congo Basin Countries,Swamps,Endangered,Samantha Cohen,Even recently guy move goal century carry example single include.
952,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.67,269.8,Adult,Unknown,28-05-2008,Cuba,Brackish Rivers,Vulnerable,Tyler Welch MD,Range investment business can example right southern.
365,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.28,114.0,Adult,Unknown,20-06-2016,Ghana,Shaded Forest Rivers,Critically Endangered,Lisa French,Interview summer employee offer perhaps until.
230,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.87,128.0,Adult,Male,08-10-2023,Indonesia (Papua),Rivers,Least Concern,Douglas Vasquez,Win direction feel season similar fly rock.
38,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.96,182.7,Adult,Unknown,14-05-2010,Liberia,Swamps,Critically Endangered,Mary Miller,Career left anyone here deep force seven.
966,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.93,76.0,Juvenile,Male,05-04-2008,Guinea,Swamps,Critically Endangered,Daniel Herrera,Season example news memory civil cut parent free force employee budget experience.
375,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.78,6.5,Juvenile,Female,24-10-2019,Liberia,Small Streams,Vulnerable,Curtis Mitchell,Five kid brother chance event address performance method.
470,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.7,33.4,Juvenile,Unknown,22-10-2016,Cameroon,Swamps,Endangered,Tabitha Turner,Father teacher civil keep first speech popular smile.
968,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.02,133.1,Adult,Unknown,16-07-2010,Indonesia (Borneo),Rivers,Data Deficient,Elizabeth Ford,Discover three such describe agency actually stop team deal water home force worker own close man night experience would.
851,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.94,35.8,Juvenile,Female,31-12-2008,Papua New Guinea,Freshwater Wetlands,Least Concern,Cheryl Rodriguez,Degree maybe floor most bill feel participant.
705,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.67,125.1,Adult,Male,18-04-2008,Malaysia (Borneo),Rivers,Data Deficient,Bryan Pierce,Issue character maybe meet apply evening best.
842,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.24,133.7,Adult,Female,18-04-2013,Papua New Guinea,Freshwater Wetlands,Least Concern,Eric Silva,Hair meet thank might local tonight win popular onto.
195,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.15,70.3,Subadult,Male,25-05-2022,Philippines,Freshwater Marshes,Critically Endangered,Sandra Becker,Financial join well draw each under break.
855,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.98,445.1,Adult,Unknown,07-03-2025,Colombia,Flooded Savannas,Critically Endangered,Justin Gonzalez,Pay key ever avoid civil reveal.
865,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.2,751.3,Adult,Female,26-10-2024,India,Mangroves,Least Concern,Erin Stewart,Probably cut clear yard do turn sign agree.
504,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.77,400.0,Adult,Female,23-04-2019,Colombia,Large Rivers,Critically Endangered,Michelle Guerrero,Win information though red them return finish general still too particular chair identify popular thought person peace.
970,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.84,138.2,Subadult,Unknown,13-12-2012,Guinea,Swamps,Critically Endangered,Caitlin Brown,Position wife score health evidence president father alone.
831,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.87,73.6,Juvenile,Female,31-05-2014,Gabon,Swamps,Endangered,Jennifer Ortiz,Industry out floor guy black those whether.
580,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,3.11,134.8,Adult,Male,17-07-2021,Papua New Guinea,Rivers,Least Concern,Alexandria Wise,Huge only too million country institution stop.
969,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.65,146.7,Adult,Male,09-06-2015,Gabon,Forest Rivers,Endangered,Danielle Jensen,System people tax water us field high.
163,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.22,74.6,Subadult,Unknown,22-01-2013,Belize,Rivers,Least Concern,Tina Sanders,Ahead event yeah make green wait it quickly produce beat peace.
909,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.08,86.9,Adult,Unknown,22-02-2025,Cameroon,Forest Rivers,Endangered,Mary Webster,Better mind professional fly month offer mother hour national cut fly language cup want.
153,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.88,32.3,Juvenile,Unknown,18-04-2006,Indonesia (Papua),Rivers,Least Concern,Lauren Butler,Cultural discover now early nearly want front.
802,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,1.98,69.6,Adult,Unknown,05-03-2006,Laos,Slow Rivers,Critically Endangered,Shelby Anderson,Street budget kitchen report fire teach everyone system pretty scene four public tonight today college.
994,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.39,4.9,Juvenile,Female,29-01-2005,Ghana,Forest Swamps,Vulnerable,Karen Fritz,Not east send style gun different energy arrive.
756,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,1.22,41.4,Juvenile,Female,07-09-2008,Cuba,Freshwater Wetlands,Critically Endangered,Alexis Kirk,Music and doctor board medical both back daughter.
112,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.59,402.7,Subadult,Female,02-11-2009,India,Coastal Wetlands,Least Concern,Kathryn Hughes,Brother simple region Democrat partner really your customer career.
227,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.4,22.8,Adult,Male,24-02-2019,Congo (DRC),Slow Streams,Data Deficient,Angie Hawkins,For everybody leader them skill performance mission information increase challenge onto serve vote understand.
689,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.69,6.4,Juvenile,Unknown,28-04-2008,Liberia,Forest Swamps,Vulnerable,Stacy Campbell,Bill soldier onto close day reveal item land others even five.
104,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.54,104.3,Subadult,Female,17-12-2011,Senegal,Oases,Least Concern,Linda Smith,Offer responsibility fact ability good number cost property model guess well name skill medical after.
422,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.18,473.1,Juvenile,Female,06-06-2015,Philippines,Estuaries,Least Concern,Meghan Patel,Later happy pull really within third could this beautiful hospital condition when baby.
420,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.11,77.1,Subadult,Unknown,25-05-2023,Cuba,Swamps,Critically Endangered,Justin Jones,Catch friend much power say sell that reflect send.
751,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.5,109.2,Juvenile,Unknown,10-02-2005,India,Reservoirs,Vulnerable,Donna Ritter,Less occur nothing million class high second.
587,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,0.49,32.2,Hatchling,Male,29-04-2010,Papua New Guinea,Rivers,Least Concern,Gary Garcia,That I structure understand agent but most week seem eat later rather.
